file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
data/raw/stimulus_metadata.csv,source_key,Original stimulus metadata key with exact dates/linkage fields omitted,string,,metadata_key_dictionary.csv,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/stimulus_metadata.csv,source_value,Original retained metadata value as text; expressions are not evaluated,string,see metadata_key_dictionary.csv,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,condition_id,"Pseudonymous participant-luminance identifier, not chronological session order",string,,conditions.json,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,participant_id,Public participant identifier; P01-P04 correspond to manuscript Subjects 1-4,string,,P01|P02|P03|P04,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,session_id,"Pseudonymous selected source-folder session label, not an acquisition date",string,,condition_id plus S01,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,staircase_id,Unique public staircase identifier combining source file and within-file code,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_row,Original one-based row in the source numeric trial matrix,integer,row index,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,trial_within_staircase,One-based trial position after grouping a file by staircase code; not a global trial ID,integer,trial index,>=1,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,luminance_cd_m2,Luminance condition used by the supplied plotting/analysis configuration,number,cd/m^2,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,contrast_normalized_source,Operational source contrast: (source_col_06 - background_intensity_source)/(1-background_intensity_source); physical calibration not assumed,number,dimensionless source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,correct,Derived equality of stimulus side code source_col_01 and response code source_col_02,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,included_in_primary_csf,Record contributes to the reconstructed primary CSF after recorded staircase exclusion and 200-trial cap,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_00,Signed probe position stored in source matrix; definitive coordinate units unconfirmed,number,source coordinate units,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_01,Stimulus side code from source matrix; binary codes preserved without assigning left/right labels,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_02,Participant response side code from source matrix; compared with source_col_01 to derive correct,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_03,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_04,Within-file staircase identifier used for grouping trials,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_05,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_06,Displayed probe intensity in source coordinates; used by operational contrast-normalization helper,number,source display intensity,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_07,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_08,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_09,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_10,Source correctTick/counter field read by supplied loader; not relabelled as binary correctness,number,source code/counter,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_11,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_12,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_13,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_14,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/trials.csv.gz,source_col_15,Source frequency parameter used by supplied loader; divide by 31.5 and round to three decimals to obtain cycles/degree,number,source frequency units,source values,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
figure_coverage.csv,figure,Manuscript figure identifier or coverage group,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
figure_coverage.csv,panels,Panel group covered by a figure-coverage row,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
figure_coverage.csv,status,"Provenance, execution or verification status; execution is not certification of historical agreement",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
figure_coverage.csv,files,Relative data locations for a figure coverage group,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
figure_coverage.csv,limitation,Explicit boundary on figure or scientific reproduction,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
metadata_key_dictionary.csv,source_key,Original stimulus metadata key with exact dates/linkage fields omitted,string,,metadata_key_dictionary.csv,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
metadata_key_dictionary.csv,description,"Human-readable file, field, or metadata definition",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
metadata_key_dictionary.csv,units,Documented unit string; unconfirmed means no definitive unit was established,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
metadata_key_dictionary.csv,observed_values,Distinct observed metadata strings; not a declared allowable range,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
metadata_key_dictionary.csv,interpretation_status,Evidence or limitation for the metadata interpretation,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_manifest.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_manifest.csv,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_manifest.csv,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_manifest.csv,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_manifest.csv,role,Role of source or file in the archived workflow,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_to_output_mapping.csv,source_family,Logical group of related original sources,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_to_output_mapping.csv,source_ids,Source-ID convention or list for this family,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_to_output_mapping.csv,public_files,Relative public outputs receiving this source family,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
source_to_output_mapping.csv,transformation,Documented mapping from source values to public data,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,supplied_file_name,Original supplied document/code basename; private directories omitted,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,role,Role of source or file in the archived workflow,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
supplied_materials.csv,public_derivative,"Relative derivative path, or empty when original supplied context is private-only",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l010.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l010.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l010.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l010.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l010.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l020.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l020.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l020.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l020.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l020.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l025.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l025.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l025.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l025.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l025.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l038.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l038.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l038.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l038.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l038.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l050.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l050.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l050.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l050.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l050.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l072.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l072.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l072.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l072.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l072.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l100.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l100.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l100.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l100.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l100.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l149.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l149.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l149.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l149.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l149.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l200.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l200.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l200.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l200.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l200.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l300.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l300.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l300.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l300.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l300.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l370.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l370.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l370.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l370.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l370.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l403.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l403.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
